Sample_Name,Sample_Project,Amount,Microbiome,Category.,X,Sample,Highest.Dose.,Further.Dilutions.,fq1,fq2,Rep,Sample_Abbrv
Carrot-10-K3-2,KeminCaninePartTwo,10,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K3-2_L001_R1_001.fastq.gz,Carrot-10-K3-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-10-K3-3,KeminCaninePartThree,10,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K3-3_L001_R1_001.fastq.gz,Carrot-10-K3-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-10-K5-1,KeminCaninePartTwo,10,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K5-1_L001_R1_001.fastq.gz,Carrot-10-K5-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-10-K5-2,KeminCaninePartThree,10,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K5-2_L001_R1_001.fastq.gz,Carrot-10-K5-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-10-K5-3,KeminCaninePartOne,10,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K5-3_L001_R1_001.fastq.gz,Carrot-10-K5-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-10-K7-1,KeminCaninePartOne,10,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K7-1_L001_R1_001.fastq.gz,Carrot-10-K7-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-10-K7-2,KeminCaninePartTwo,10,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K7-2_L001_R1_001.fastq.gz,Carrot-10-K7-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-10-K7-3,KeminCaninePartThree,10,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-10-K7-3_L001_R1_001.fastq.gz,Carrot-10-K7-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-20-K10-1,KeminCaninePartOne,20,K10,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K10-1_L001_R1_001.fastq.gz,Carrot-20-K10-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-20-K10-2,KeminCaninePartTwo,20,K10,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K10-2_L001_R1_001.fastq.gz,Carrot-20-K10-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-20-K10-3,KeminCaninePartThree,20,K10,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K10-3_L001_R1_001.fastq.gz,Carrot-20-K10-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-20-K3-1,KeminCaninePartOne,20,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K3-1_L001_R1_001.fastq.gz,Carrot-20-K3-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-20-K3-2,KeminCaninePartTwo,20,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K3-2_L001_R1_001.fastq.gz,Carrot-20-K3-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-20-K3-3,KeminCaninePartThree,20,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K3-3_L001_R1_001.fastq.gz,Carrot-20-K3-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-20-K5-1,KeminCaninePartTwo,20,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K5-1_L001_R1_001.fastq.gz,Carrot-20-K5-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-20-K5-2,KeminCaninePartOne,20,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K5-2_L001_R1_001.fastq.gz,Carrot-20-K5-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-20-K5-3,KeminCaninePartThree,20,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K5-3_L001_R1_001.fastq.gz,Carrot-20-K5-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-20-K7-1,KeminCaninePartTwo,20,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K7-1_L001_R1_001.fastq.gz,Carrot-20-K7-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-20-K7-2,KeminCaninePartThree,20,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K7-2_L001_R1_001.fastq.gz,Carrot-20-K7-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-20-K7-3,KeminCaninePartOne,20,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-20-K7-3_L001_R1_001.fastq.gz,Carrot-20-K7-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-5-K10-1,KeminCaninePartOne,5,K10,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K10-1_L001_R1_001.fastq.gz,Carrot-5-K10-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-5-K10-2,KeminCaninePartTwo,5,K10,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K10-2_L001_R1_001.fastq.gz,Carrot-5-K10-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-5-K10-3,KeminCaninePartThree,5,K10,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K10-3_L001_R1_001.fastq.gz,Carrot-5-K10-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-5-K3-1,KeminCaninePartTwo,5,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K3-1_L001_R1_001.fastq.gz,Carrot-5-K3-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-5-K3-2,KeminCaninePartThree,5,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K3-2_L001_R1_001.fastq.gz,Carrot-5-K3-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-5-K3-3,KeminCaninePartOne,5,K3,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K3-3_L001_R1_001.fastq.gz,Carrot-5-K3-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-5-K5-1,KeminCaninePartOne,5,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K5-1_L001_R1_001.fastq.gz,Carrot-5-K5-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-5-K5-2,KeminCaninePartTwo,5,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K5-2_L001_R1_001.fastq.gz,Carrot-5-K5-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-5-K5-3,KeminCaninePartThree,5,K5,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K5-3_L001_R1_001.fastq.gz,Carrot-5-K5-3_L001_R2_001.fastq.gz,3,Carrot
Carrot-5-K7-1,KeminCaninePartThree,5,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K7-1_L001_R1_001.fastq.gz,Carrot-5-K7-1_L001_R2_001.fastq.gz,1,Carrot
Carrot-5-K7-2,KeminCaninePartTwo,5,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K7-2_L001_R1_001.fastq.gz,Carrot-5-K7-2_L001_R2_001.fastq.gz,2,Carrot
Carrot-5-K7-3,KeminCaninePartOne,5,K7,Botanicals,12,carrot powder,20mg,"10,5,1mg",Carrot-5-K7-3_L001_R1_001.fastq.gz,Carrot-5-K7-3_L001_R2_001.fastq.gz,3,Carrot
Cellulose-1-K10-1,KeminCaninePartThree,1,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K10-1_L001_R1_001.fastq.gz,Cellulose-1-K10-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-1-K10-2,KeminCaninePartOne,1,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K10-2_L001_R1_001.fastq.gz,Cellulose-1-K10-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-1-K10-3,KeminCaninePartTwo,1,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K10-3_L001_R1_001.fastq.gz,Cellulose-1-K10-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-1-K3-1,KeminCaninePartTwo,1,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K3-1_L001_R1_001.fastq.gz,Cellulose-1-K3-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-1-K3-2,KeminCaninePartThree,1,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K3-2_L001_R1_001.fastq.gz,Cellulose-1-K3-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-1-K3-3,KeminCaninePartOne,1,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K3-3_L001_R1_001.fastq.gz,Cellulose-1-K3-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-1-K5-1,KeminCaninePartOne,1,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K5-1_L001_R1_001.fastq.gz,Cellulose-1-K5-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-1-K5-2,KeminCaninePartTwo,1,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K5-2_L001_R1_001.fastq.gz,Cellulose-1-K5-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-1-K5-3,KeminCaninePartThree,1,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K5-3_L001_R1_001.fastq.gz,Cellulose-1-K5-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-1-K7-1,KeminCaninePartOne,1,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K7-1_L001_R1_001.fastq.gz,Cellulose-1-K7-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-1-K7-2,KeminCaninePartTwo,1,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K7-2_L001_R1_001.fastq.gz,Cellulose-1-K7-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-1-K7-3,KeminCaninePartThree,1,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-1-K7-3_L001_R1_001.fastq.gz,Cellulose-1-K7-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-10-K10-1,KeminCaninePartOne,10,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K10-1_L001_R1_001.fastq.gz,Cellulose-10-K10-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-10-K10-2,KeminCaninePartThree,10,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K10-2_L001_R1_001.fastq.gz,Cellulose-10-K10-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-10-K10-3,KeminCaninePartTwo,10,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K10-3_L001_R1_001.fastq.gz,Cellulose-10-K10-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-10-K3-1,KeminCaninePartTwo,10,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K3-1_L001_R1_001.fastq.gz,Cellulose-10-K3-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-10-K3-2,KeminCaninePartOne,10,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K3-2_L001_R1_001.fastq.gz,Cellulose-10-K3-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-10-K3-3,KeminCaninePartThree,10,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K3-3_L001_R1_001.fastq.gz,Cellulose-10-K3-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-10-K5-1,KeminCaninePartTwo,10,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K5-1_L001_R1_001.fastq.gz,Cellulose-10-K5-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-10-K5-2,KeminCaninePartOne,10,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K5-2_L001_R1_001.fastq.gz,Cellulose-10-K5-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-10-K5-3,KeminCaninePartThree,10,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K5-3_L001_R1_001.fastq.gz,Cellulose-10-K5-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-10-K7-1,KeminCaninePartTwo,10,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K7-1_L001_R1_001.fastq.gz,Cellulose-10-K7-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-10-K7-2,KeminCaninePartOne,10,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K7-2_L001_R1_001.fastq.gz,Cellulose-10-K7-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-10-K7-3,KeminCaninePartThree,10,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-10-K7-3_L001_R1_001.fastq.gz,Cellulose-10-K7-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-20-K10-1,KeminCaninePartThree,20,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K10-1_L001_R1_001.fastq.gz,Cellulose-20-K10-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-20-K10-2,KeminCaninePartTwo,20,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K10-2_L001_R1_001.fastq.gz,Cellulose-20-K10-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-20-K10-3,KeminCaninePartOne,20,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K10-3_L001_R1_001.fastq.gz,Cellulose-20-K10-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-20-K3-1,KeminCaninePartThree,20,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K3-1_L001_R1_001.fastq.gz,Cellulose-20-K3-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-20-K3-2,KeminCaninePartOne,20,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K3-2_L001_R1_001.fastq.gz,Cellulose-20-K3-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-20-K3-3,KeminCaninePartTwo,20,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K3-3_L001_R1_001.fastq.gz,Cellulose-20-K3-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-20-K5-1,KeminCaninePartThree,20,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K5-1_L001_R1_001.fastq.gz,Cellulose-20-K5-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-20-K5-2,KeminCaninePartOne,20,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K5-2_L001_R1_001.fastq.gz,Cellulose-20-K5-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-20-K5-3,KeminCaninePartTwo,20,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K5-3_L001_R1_001.fastq.gz,Cellulose-20-K5-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-20-K7-1,KeminCaninePartTwo,20,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K7-1_L001_R1_001.fastq.gz,Cellulose-20-K7-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-20-K7-2,KeminCaninePartOne,20,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K7-2_L001_R1_001.fastq.gz,Cellulose-20-K7-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-20-K7-3,KeminCaninePartThree,20,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-20-K7-3_L001_R1_001.fastq.gz,Cellulose-20-K7-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-5-K10-1,KeminCaninePartTwo,5,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K10-1_L001_R1_001.fastq.gz,Cellulose-5-K10-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-5-K10-2,KeminCaninePartOne,5,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K10-2_L001_R1_001.fastq.gz,Cellulose-5-K10-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-5-K10-3,KeminCaninePartThree,5,K10,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K10-3_L001_R1_001.fastq.gz,Cellulose-5-K10-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-5-K3-1,KeminCaninePartOne,5,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K3-1_L001_R1_001.fastq.gz,Cellulose-5-K3-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-5-K3-2,KeminCaninePartTwo,5,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K3-2_L001_R1_001.fastq.gz,Cellulose-5-K3-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-5-K3-3,KeminCaninePartThree,5,K3,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K3-3_L001_R1_001.fastq.gz,Cellulose-5-K3-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-5-K5-1,KeminCaninePartTwo,5,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K5-1_L001_R1_001.fastq.gz,Cellulose-5-K5-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-5-K5-2,KeminCaninePartOne,5,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K5-2_L001_R1_001.fastq.gz,Cellulose-5-K5-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-5-K5-3,KeminCaninePartThree,5,K5,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K5-3_L001_R1_001.fastq.gz,Cellulose-5-K5-3_L001_R2_001.fastq.gz,3,Cellulose
Cellulose-5-K7-1,KeminCaninePartTwo,5,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K7-1_L001_R1_001.fastq.gz,Cellulose-5-K7-1_L001_R2_001.fastq.gz,1,Cellulose
Cellulose-5-K7-2,KeminCaninePartOne,5,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K7-2_L001_R1_001.fastq.gz,Cellulose-5-K7-2_L001_R2_001.fastq.gz,2,Cellulose
Cellulose-5-K7-3,KeminCaninePartThree,5,K7,Complex fiber,6,Cellulose,20mg,"10,5,1mg",Cellulose-5-K7-3_L001_R1_001.fastq.gz,Cellulose-5-K7-3_L001_R2_001.fastq.gz,3,Cellulose
Dryapple-1-K10-1,KeminCaninePartTwo,1,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K10-1_L001_R1_001.fastq.gz,Dryapple-1-K10-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-1-K10-2,KeminCaninePartThree,1,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K10-2_L001_R1_001.fastq.gz,Dryapple-1-K10-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-1-K10-3,KeminCaninePartOne,1,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K10-3_L001_R1_001.fastq.gz,Dryapple-1-K10-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-1-K3-1,KeminCaninePartOne,1,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K3-1_L001_R1_001.fastq.gz,Dryapple-1-K3-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-1-K3-2,KeminCaninePartTwo,1,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K3-2_L001_R1_001.fastq.gz,Dryapple-1-K3-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-1-K3-3,KeminCaninePartThree,1,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K3-3_L001_R1_001.fastq.gz,Dryapple-1-K3-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-1-K5-1,KeminCaninePartOne,1,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K5-1_L001_R1_001.fastq.gz,Dryapple-1-K5-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-1-K5-2,KeminCaninePartTwo,1,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K5-2_L001_R1_001.fastq.gz,Dryapple-1-K5-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-1-K5-3,KeminCaninePartThree,1,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K5-3_L001_R1_001.fastq.gz,Dryapple-1-K5-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-1-K7-1,KeminCaninePartOne,1,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K7-1_L001_R1_001.fastq.gz,Dryapple-1-K7-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-1-K7-2,KeminCaninePartTwo,1,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K7-2_L001_R1_001.fastq.gz,Dryapple-1-K7-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-1-K7-3,KeminCaninePartThree,1,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-1-K7-3_L001_R1_001.fastq.gz,Dryapple-1-K7-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-10-K10-1,KeminCaninePartThree,10,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K10-1_L001_R1_001.fastq.gz,Dryapple-10-K10-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-10-K10-2,KeminCaninePartTwo,10,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K10-2_L001_R1_001.fastq.gz,Dryapple-10-K10-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-10-K10-3,KeminCaninePartOne,10,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K10-3_L001_R1_001.fastq.gz,Dryapple-10-K10-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-10-K3-1,KeminCaninePartThree,10,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K3-1_L001_R1_001.fastq.gz,Dryapple-10-K3-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-10-K3-2,KeminCaninePartOne,10,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K3-2_L001_R1_001.fastq.gz,Dryapple-10-K3-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-10-K3-3,KeminCaninePartTwo,10,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K3-3_L001_R1_001.fastq.gz,Dryapple-10-K3-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-10-K5-1,KeminCaninePartTwo,10,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K5-1_L001_R1_001.fastq.gz,Dryapple-10-K5-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-10-K5-2,KeminCaninePartOne,10,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K5-2_L001_R1_001.fastq.gz,Dryapple-10-K5-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-10-K5-3,KeminCaninePartThree,10,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K5-3_L001_R1_001.fastq.gz,Dryapple-10-K5-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-10-K7-1,KeminCaninePartThree,10,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K7-1_L001_R1_001.fastq.gz,Dryapple-10-K7-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-10-K7-2,KeminCaninePartOne,10,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K7-2_L001_R1_001.fastq.gz,Dryapple-10-K7-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-10-K7-3,KeminCaninePartTwo,10,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-10-K7-3_L001_R1_001.fastq.gz,Dryapple-10-K7-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-20-K10-1,KeminCaninePartThree,20,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K10-1_L001_R1_001.fastq.gz,Dryapple-20-K10-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-20-K10-2,KeminCaninePartOne,20,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K10-2_L001_R1_001.fastq.gz,Dryapple-20-K10-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-20-K10-3,KeminCaninePartTwo,20,K10,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K10-3_L001_R1_001.fastq.gz,Dryapple-20-K10-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-20-K3-1,KeminCaninePartOne,20,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K3-1_L001_R1_001.fastq.gz,Dryapple-20-K3-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-20-K3-2,KeminCaninePartThree,20,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K3-2_L001_R1_001.fastq.gz,Dryapple-20-K3-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-20-K3-3,KeminCaninePartTwo,20,K3,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K3-3_L001_R1_001.fastq.gz,Dryapple-20-K3-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-20-K5-1,KeminCaninePartOne,20,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K5-1_L001_R1_001.fastq.gz,Dryapple-20-K5-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-20-K5-2,KeminCaninePartTwo,20,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K5-2_L001_R1_001.fastq.gz,Dryapple-20-K5-2_L001_R2_001.fastq.gz,2,Dryapple
Dryapple-20-K5-3,KeminCaninePartThree,20,K5,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K5-3_L001_R1_001.fastq.gz,Dryapple-20-K5-3_L001_R2_001.fastq.gz,3,Dryapple
Dryapple-20-K7-1,KeminCaninePartOne,20,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K7-1_L001_R1_001.fastq.gz,Dryapple-20-K7-1_L001_R2_001.fastq.gz,1,Dryapple
Dryapple-20-K7-2,KeminCaninePartTwo,20,K7,Waste Stream,17,dried apple pomace,20mg,"10,5,1mg",Dryapple-20-K7-2_L001_R1_001.fastq.gz,Dryapple-20-K7-2_L001_R2_001.fastq.gz,2,Dryapple
